stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0
21Day,0,0,0,4.02,0,0,1.34,0
3Month,11.2,0.32,0.32,7.04,0,0,0.32,0.64
22Month,55.76,0,1.09,5.47,0,1.64,0,0
