stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,8.17,0,0,4.09
72hpf,0,3.21,0,0,5.35,0,0
21Day,1.34,2.68,0,2.68,2.68,0,1.34
3Month,1.28,18.88,5.12,5.44,0.32,0,4.8
22Month,0.55,10.93,0.55,1.64,0,1.09,1.64
