stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,1.07,0,0,0,10.7,1.07
21Day,0,0,0,0,0,1.34
3Month,3.84,0,0.32,0.32,0,0.32
22Month,8.75,0.55,0,1.09,0.55,0
