stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,277.88,0,4.09,4.09,73.56,4.09,102.16
72hpf,12.84,0,0,0,0,0,0
21Day,8.03,1.34,0,1.34,0,0,0
3Month,1.6,0,0,0.32,0,0,0
