stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,12.26,4.09,0,4.09
72hpf,0,0,0,0,0,2.14,0,0
21Day,0,0,1.34,0,28.11,1.34,0,0
3Month,0.64,6.08,0,1.6,107.82,0,0.32,1.28
22Month,0,6.56,0,2.19,8.75,0,0,0
