stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,16.35,0
72hpf,0,0,0,0,2.14,0
21Day,2.68,1.34,0,0,0,0
3Month,1.6,9.6,0,0.32,0.32,0.96
22Month,1.64,0,0.55,0,0,0
