stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,16.35,0,0
72hpf,0,0,0,0,0,4.28,0,0
21Day,0,4.02,0,0,0,0,0,0
3Month,0,7.36,3.52,0,0,0,0,0
22Month,0.55,75.98,0,3.28,0,1.64,1.64,1.64
