stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,0,0,0,0,0
72hpf,7.49,0,0,0,0,2.14,23.54,5.35
21Day,6.69,0,1.34,0,1.34,1.34,6.69,4.02
3Month,6.08,0.96,0,0.32,1.28,0.64,0,1.92
22Month,2.19,1.64,0,0.55,1.09,0,0,1.09
