stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,0,4.09,0
72hpf,3.21,1.07,0,0,1.07,0
21Day,6.69,1.34,0,0,1.34,1.34
3Month,4.48,47.67,1.92,0.32,0,0.64
