stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,12.26,0,0,20.43,8.17,12.26,0,0,4.09
72hpf,1.07,35.3,0,0,7.49,1.07,13.91,0,0,6.42
21Day,0,70.94,1.34,0,32.12,5.35,5.35,0,1.34,9.37
3Month,4.16,743.56,3.52,51.19,289.87,23.04,8,0.64,17.92,23.68
22Month,24.05,1114.63,9.29,30.61,342.75,25.15,9.29,37.17,15.85,42.09
