stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,1.07,0,0,0,0,0,0,1.07
21Day,1.34,1.34,0,0,0,0,0,1.34
3Month,0.32,10.88,0.64,1.92,29.44,0,0.64,1.28
