stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,20.43,0,4.09,0,93.99,16.35
72hpf,2.14,1.07,0,1.07,8.56,1.07
21Day,1.34,0,0,0,1.34,1.34
3Month,0.96,0,0,0,0,0
