stage,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,0,0,0,4.28,0
21Day,1.34,0,0,1.34,0
3Month,0.96,0.32,0,0.96,0
22Month,2.19,0,0.55,1.09,0.55
