stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,16.35,4.09
72hpf,3.21,0,0,24.61,1.07
21Day,1.34,0,2.68,18.74,0
3Month,1.92,0.32,0,1.92,0
22Month,0.55,0,0,1.09,0
