stage,Epithelial,Germ,Immune,Neuron
24hpf,12.26,0,0,4.09
72hpf,4.28,0,0,3.21
21Day,5.35,0,0,0
3Month,0,0.32,0.64,0
22Month,0.55,0,0,0
