stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,8.17,57.21,0
72hpf,0,0,1.07,3.21,0,1.07
21Day,1.34,1.34,0,0,0,14.72
3Month,1.92,0,0,0,0,0
22Month,1.09,0,0,0,0,0
