stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
21Day,1.34,0,13.39,1.34,1.34,0
3Month,1.28,0,0.64,0.32,0,0
22Month,8.2,1.09,3.28,12.57,0.55,0.55
