stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,1.07,0,0,2.14,0,0
21Day,0,0,1.34,0,0,1.34
22Month,15.85,9.29,0,0,0.55,0
