stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,28.6,0,4.09
72hpf,1.07,0,0,0,8.56,0,0
21Day,1.34,1.34,0,0,1.34,4.02,8.03
3Month,0.32,0,0,0.32,0,0,0
22Month,0.55,0,0.55,0,0,0,0
