stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,0,0
72hpf,11.77,0,0,0,0,0
21Day,18.74,1.34,1.34,1.34,1.34,0
3Month,13.44,0,0,0,0,0
22Month,7.11,0,1.09,0.55,0,0.55
