stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,9.63,0,0
21Day,0,0,2.68,1.34,4.02,0,1.34
3Month,4.8,1.28,2.56,0.32,0.32,0,0.64
22Month,5.47,0,3.28,0,0,0.55,1.09
