stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,8.17
72hpf,1.07,0,0,1.07,3.21,1.07,7.49
21Day,0,1.34,0,0,5.35,0,12.05
3Month,2.24,10.88,0,0.32,0.32,0,3.52
22Month,0.55,0,0.55,0.55,0,0,1.09
