stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,16.35,0,0,4.09
72hpf,1.07,2.14,0,0,2.14,120.89,0,0,4.28
21Day,0,1.34,2.68,0,0,49.53,0,1.34,1.34
3Month,0,5.76,0,2.56,4.16,3.2,0,1.92,0.96
22Month,0,10.93,0,2.73,0.55,0,0.55,2.73,0
