stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0
21Day,4.02,1.34,0,0,1.34,1.34,1.34
3Month,1.92,20.8,0.32,0.32,0,0,0
