stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,12.26,0,0,8.17,61.3,0,20.43
72hpf,0,10.7,0,0,4.28,70.61,0,9.63
21Day,1.34,12.05,0,1.34,1.34,42.83,0,18.74
3Month,0.96,3.52,0.32,0.96,0,0.32,0,0.96
22Month,0.55,49.2,1.09,3.28,0.55,0.55,1.09,4.37
