stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,16.35,4.09
72hpf,2.14,0,0,0,0,0
21Day,0,1.34,0,0,1.34,1.34
3Month,0,0,10.24,0.32,0,0
