stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,12.26,4.09,4.09
72hpf,0,2.14,0,0,0,0,6.42,0,3.21
21Day,0,2.68,2.68,0,0,0,8.03,0,2.68
3Month,0,3.2,0,1.92,0,0,0,0,0
22Month,2.19,37.72,0,186.41,7.65,3.83,0,4.92,9.84
