stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,8.17,0
72hpf,1.07,0,0,2.14,0
21Day,1.34,0,0,0,0
3Month,1.28,1.6,0.96,0,0.32
22Month,1.09,0,0,0,0
