stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,4.09,0,0,0,4.09,4.09
72hpf,0,1.07,0,0,0,1.07,9.63
21Day,0,0,0,0,1.34,1.34,9.37
3Month,0,1.28,0.32,0.32,0,0,0.32
22Month,0,3.83,0,0.55,0,0.55,0
