stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,2.14,3.21,0,0,7.49
21Day,0,2.68,0,1.34,4.02,2.68,0,0,24.09
3Month,0,0.96,0,0.64,0,0,0,0,0
22Month,60.13,110.42,3.83,25.15,19.68,8.75,15.31,0.55,171.1
