stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,20.43,0,8.17
72hpf,4.28,0,0,0,7.49,0,8.56
21Day,5.35,0,0,0,5.35,1.34,4.02
3Month,0.32,0,0.96,0.32,0,0,0.32
22Month,4.37,0.55,0,3.28,0,0,1.09
