stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,40.86,0,0,0
72hpf,5.35,0,3.21,128.37,0,1.07,4.28
21Day,4.02,0,1.34,41.49,0,0,5.35
22Month,69.43,0.55,0,0.55,0.55,0.55,0.55
