stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,0,20.43,0
72hpf,0,2.14,0,0,1.07,0,9.63,1.07
21Day,0,6.69,1.34,0,4.02,2.68,4.02,5.35
3Month,0.64,4.16,0,0.96,0.64,0.32,0,0.32
22Month,0,10.39,0,0,2.73,0.55,0,0
