stage,Epithelial,Erythroid,Muscle,Neuron,Stromal
24hpf,0,0,0,20.43,0
72hpf,2.14,0,1.07,2.14,2.14
21Day,10.71,1.34,2.68,2.68,8.03
3Month,0.64,0,0.32,0,0
