stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,61.3,0,4.09,0,0
72hpf,0,0,0,0,2.14,0,1.07,0,0
21Day,0,0,0,0,10.71,0,0,0,0
3Month,0.32,7.36,0.96,1.28,71.03,0.32,0,0.64,0.64
22Month,0,8.2,0,0,103.32,0,0,0.55,1.09
