stage,Epithelial,Immune,Neuron,Stromal
24hpf,0,0,8.17,4.09
72hpf,1.07,0,2.14,0
21Day,0,0,0,1.34
3Month,1.6,0.32,0,0
22Month,6.56,0.55,0,0.55
