stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,8.17,4.09,0,4.09,147.11,4.09
72hpf,0,3.21,0,0,3.21,12.84,3.21
21Day,0,8.03,0,2.68,2.68,9.37,12.05
22Month,0.55,0.55,0,0,0,0,0
