stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,8.17,0
72hpf,1.07,0,0,0,0,86.65,2.14
21Day,2.68,4.02,0,4.02,1.34,58.9,6.69
3Month,0.64,0,0.32,0.32,0,0,0
22Month,1.64,0,0,0,0,0,0
