stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,0,2.14,0
21Day,0,1.34,1.34,0,0,1.34,1.34,1.34
3Month,0.32,2.24,0,0.32,0.64,0,0,0
22Month,0,3.28,0,0.55,0,0.55,0,0
