stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,4.09,0,0,4.09
21Day,0,0,0,1.34,0,0
3Month,2.24,0.32,1.28,0,0.32,0
22Month,8.75,0.55,17.49,0,0,1.64
