stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,0,4.09,24.52,0,0,0
72hpf,3.21,0,1.07,1.07,8.56,0,0,2.14
21Day,0,0,4.02,1.34,1.34,0,1.34,5.35
3Month,6.08,8,10.88,0.64,0.64,0,0,0.96
22Month,11.48,2.73,2.73,0,0.55,0.55,0.55,1.09
