stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,12.26,0,0,4.09
72hpf,0,1.07,0,0,0,34.23,0,1.07,1.07
21Day,0,0,0,5.35,0,12.05,0,0,1.34
3Month,0,9.28,0.64,3.52,0.64,0,0,0.64,0.64
22Month,1.64,30.61,3.28,8.75,0.55,1.09,1.09,1.64,3.83
