stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,4.09
72hpf,1.07,0,0,6.42,0,2.14
21Day,1.34,0,0,0,0,2.68
3Month,1.6,5.12,0.32,0,0,0.32
22Month,1.64,0,0,0,0.55,0.55
