stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,4.28,0,0,0,1.07,14.98,0,2.14
21Day,0,2.68,0,0,2.68,2.68,0,1.34
3Month,3.2,0,4.16,0.32,0,0.32,0,0
22Month,8.2,0,2.19,2.73,0,0,1.09,0
