stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,8.17,0,0,0
72hpf,0,6.42,0,0,0,0,0,0,2.14
21Day,0,8.03,0,0,1.34,1.34,0,0,0
3Month,0.96,19.84,11.84,3.52,14.72,0.64,0.32,3.2,1.92
22Month,1.09,39.36,3.28,3.83,2.19,0.55,2.19,0.55,2.73
