stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,4.09,8.17,0,0
72hpf,0,0,0,12.84,0,8.56
21Day,0,0,0,30.79,0,4.02
22Month,2.73,0.55,0,0,0.55,0
