stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,1.07,1.07,0,3.21,117.68,0,0,3.21
21Day,2.68,1.34,0,0,87,0,0,5.35
3Month,18.56,97.58,2.56,1.28,158.05,0,0.96,0.96
22Month,26.24,54.67,3.28,0,180.94,0.55,0.55,0
