stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,4.09,0
72hpf,3.21,0,0,0,0,0,1.07,5.35
21Day,0,2.68,0,0,0,1.34,1.34,18.74
3Month,0.96,4.8,0.32,0,1.6,0.64,0,11.52
22Month,2.73,8.75,0,0.55,0.55,0.55,0,6.56
