stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,28.6,4.09,0,0
72hpf,2.14,0,0,0,9.63,0,0,2.14
21Day,4.02,0,0,0,10.71,0,2.68,1.34
3Month,4.16,1.28,0.32,0,0,0,0,0.32
22Month,45.92,1.09,2.73,0.55,1.09,1.09,0.55,0
