stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,12.26,0,0,0,28.6,0,12.26
72hpf,1.07,2.14,1.07,0,2.14,6.42,0,43.86
21Day,0,6.69,0,0,1.34,2.68,4.02,73.62
3Month,0,1.28,0,0,0,0,0,1.28
22Month,0,2.19,0,1.09,0,0,0,0
