stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,4.09,0,0,0
72hpf,0,1.07,0,0,4.28,0,0,0
21Day,1.34,0,0,12.05,18.74,0,1.34,0
3Month,2.24,0,0.64,3.84,0.32,0,0,0.64
22Month,3.83,0,0,1.64,0,0.55,0,0.55
