stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
72hpf,1.07,0,0,0,3.21,0
21Day,1.34,0,1.34,1.34,5.35,0
3Month,3.2,25.28,0.96,0,0,0.32
22Month,1.64,7.65,0,0,0.55,0
