stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,0,12.26,4.09,4.09
72hpf,0,10.7,7.49,2.14,1.07,10.7,4.28,7.49
21Day,1.34,9.37,17.4,16.06,0,8.03,4.02,4.02
22Month,0,2.73,0,0,0,0,0,0.55
