stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,16.35,0,0,0,20.43,24.52
72hpf,1.07,23.54,0,5.35,2.14,9.63,12.84
21Day,0,17.4,0,10.71,0,4.02,10.71
3Month,0,20.16,1.28,6.4,0.32,0.32,3.52
22Month,2.19,7.11,0,2.19,0,0,1.09
