stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,1.07,0,0,4.28,0,2.14
21Day,0,0,0,5.35,0,1.34
3Month,0.32,2.56,0.32,0,0,0
22Month,1.09,1.64,0,0,0.55,0.55
