stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,8.17,0,4.09
72hpf,1.07,0,0,0,1.07,1.07,0,1.07
21Day,1.34,0,0,0,0,4.02,0,0
3Month,2.88,0,0,1.6,0,0,0.32,0.64
22Month,18.59,1.64,0.55,6.01,0.55,1.09,0,1.09
