stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,1.34,0,0,0,1.34,0,0,0
3Month,6.08,0.32,0.96,0,0,0,0.32,0.32
22Month,23.51,0,5.47,0.55,0,1.64,0.55,1.64
