stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,4.09,0,0,0,44.95,0,4.09
72hpf,0,0,0,0,1.07,4.28,1.07,0
21Day,0,1.34,0,2.68,1.34,2.68,0,1.34
3Month,0.32,22.4,4.16,5.44,1.92,0.32,0,0.96
22Month,0.55,13.12,1.09,4.37,0.55,0,1.09,0.55
