stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0
72hpf,73.82,1.07,0,0,6.42,1.07,0
21Day,30.79,0,0,0,0,0,2.68
3Month,6.08,0,0.96,0.32,0,0,0
