stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,0,0,1.07,0,0
21Day,0,4.02,1.34,0,0,0,1.34,0,1.34
3Month,0.32,4.8,0.32,21.76,0.96,0.64,0,0.32,0
22Month,0.55,9.84,0,1.09,1.09,0,0,0.55,0
