stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,1.07,0,0
21Day,0,0,0,0,1.34,8.03,0,0
3Month,0,0.64,0,0.32,0,1.6,0,0.64
22Month,1.64,32.25,0.55,0.55,0,0.55,0.55,3.28
