stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,16.05,0,1.07
21Day,1.34,1.34,0,0,0,0
3Month,3.84,28.8,1.6,0,0.32,0
22Month,2.19,8.2,1.64,0.55,0,0
