stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,12.26,16.35,65.38,0,8.17
72hpf,3.21,0,0,0,20.33,0,8.56
21Day,1.34,1.34,0,0,4.02,0,2.68
3Month,0.32,0.64,0.32,0,0,0,0
22Month,0.55,5.47,1.09,0.55,0,0.55,0
