stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,8.17,89.9,4.09
72hpf,4.28,0,0,0,12.84,6.42
21Day,5.35,1.34,1.34,0,9.37,5.35
3Month,0.32,0,0.64,0,0,0
